model,task,task family,success,token consumption
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,3873270
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,3333950
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,7319961
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,5237025
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24149,matplotlib/matplotlib,true,5896645
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24970,matplotlib/matplotlib,false,0
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24970,matplotlib/matplotlib,false,4410398
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25311,matplotlib/matplotlib,false,0
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25311,matplotlib/matplotlib,false,0
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25332,matplotlib/matplotlib,false,4429946
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25332,matplotlib/matplotlib,false,7127325
openai:gpt-5.2-2025-12-11,psf__requests-2317,psf/requests,true,2417802
openai:gpt-5.2-2025-12-11,pydata__xarray-4094,pydata/xarray,true,5876320
openai:gpt-5.2-2025-12-11,pylint-dev__pylint-7080,pylint-dev/pylint,true,7685106
openai:gpt-5.2-2025-12-11,pytest-dev__pytest-7432,pytest-dev/pytest,true,3616044
openai:gpt-5.2-2025-12-11,pytest-dev__pytest-7490,pytest-dev/pytest,false,3090746
openai:gpt-5.2-2025-12-11,pytest-dev__pytest-7490,pytest-dev/pytest,false,7815143
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,true,3612030
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,true,7483515
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,true,2869292
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,true,7687579
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,5030477
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,4035835
openai:gpt-5.2-2025-12-11,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,true,2075749
openai:gpt-5.2-2025-12-11,sphinx-doc__sphinx-8721,sphinx-doc/sphinx,true,4700641
openai:gpt-5.2-2025-12-11,sympy__sympy-12419,sympy/sympy,true,5959371
openai:gpt-5.2-2025-12-11,sympy__sympy-12481,sympy/sympy,true,4074135
openai:gpt-5.2-2025-12-11,sympy__sympy-13031,sympy/sympy,true,2854618
openai:gpt-5.2-2025-12-11,sympy__sympy-13480,sympy/sympy,true,3641945
openai:gpt-5.2-2025-12-11,sympy__sympy-13647,sympy/sympy,true,4505282
openai:gpt-5.2-2025-12-11,sympy__sympy-15345,sympy/sympy,true,6868821
openai:gpt-5.2-2025-12-11,sympy__sympy-16792,sympy/sympy,true,3456210
openai:gpt-5.2-2025-12-11,sympy__sympy-17630,sympy/sympy,false,4603250
openai:gpt-5.2-2025-12-11,sympy__sympy-17630,sympy/sympy,false,3793666
openai:gpt-5.2-2025-12-11,sympy__sympy-18199,sympy/sympy,false,2003024
openai:gpt-5.2-2025-12-11,sympy__sympy-18199,sympy/sympy,false,2110571
openai:gpt-5.2-2025-12-11,sympy__sympy-18698,sympy/sympy,true,5902858
openai:gpt-5.2-2025-12-11,sympy__sympy-21379,sympy/sympy,true,777806
openai:gpt-5.2-2025-12-11,sympy__sympy-21612,sympy/sympy,true,2349423
anthropic:claude-opus-4-5-20251101,astropy__astropy-14182,astropy/astropy,false,56437
anthropic:claude-sonnet-4-5-20250929,astropy__astropy-14182,astropy/astropy,false,58201
anthropic:claude-opus-4-5-20251101,astropy__astropy-14365,astropy/astropy,false,53239
openai:gpt-5-mini-2025-08-07,astropy__astropy-14365,astropy/astropy,false,47370
anthropic:claude-opus-4-5-20251101,astropy__astropy-14995,astropy/astropy,true,40230
anthropic:claude-sonnet-4-5-20250929,django__django-10914,django/django,false,27721
google:models/gemini-3-pro-preview,django__django-10914,django/django,true,26644
anthropic:claude-opus-4-5-20251101,django__django-11099,django/django,true,6231
google:models/gemini-3-pro-preview,django__django-11133,django/django,false,17814
openai:gpt-5.2-2025-12-11,django__django-11133,django/django,true,14989
openai:gpt-5.2-2025-12-11,django__django-11179,django/django,true,9947
anthropic:claude-sonnet-4-5-20250929,django__django-11815,django/django,true,16012
anthropic:claude-sonnet-4-5-20250929,django__django-11848,django/django,false,15623
anthropic:claude-opus-4-5-20251101,django__django-11848,django/django,true,13514
anthropic:claude-opus-4-5-20251101,django__django-14155,django/django,false,29333
openai:gpt-5.2-2025-12-11,django__django-14155,django/django,false,23497
anthropic:claude-opus-4-5-20251101,django__django-14534,django/django,true,58980
anthropic:claude-opus-4-5-20251101,django__django-15252,django/django,false,34531
anthropic:claude-sonnet-4-5-20250929,django__django-15252,django/django,false,34985
anthropic:claude-opus-4-5-20251101,django__django-15695,django/django,false,76584
openai:gpt-5.2-2025-12-11,django__django-15695,django/django,false,57938
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,116486
anthropic:claude-sonnet-4-5-20250929,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,118437
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,158327
anthropic:claude-sonnet-4-5-20250929,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,158668
google:models/gemini-3-pro-preview,matplotlib__matplotlib-24149,matplotlib/matplotlib,false,344742
anthropic:claude-sonnet-4-5-20250929,matplotlib__matplotlib-24149,matplotlib/matplotlib,false,0
anthropic:claude-sonnet-4-5-20250929,matplotlib__matplotlib-25311,matplotlib/matplotlib,false,127930
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25311,matplotlib/matplotlib,false,114462
anthropic:claude-sonnet-4-5-20250929,matplotlib__matplotlib-25332,matplotlib/matplotlib,false,0
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25332,matplotlib/matplotlib,false,121213
anthropic:claude-opus-4-5-20251101,psf__requests-2317,psf/requests,false,24461
anthropic:claude-sonnet-4-5-20250929,psf__requests-2317,psf/requests,false,24630
anthropic:claude-sonnet-4-5-20250929,pydata__xarray-4094,pydata/xarray,false,133588
anthropic:claude-opus-4-5-20251101,pydata__xarray-4094,pydata/xarray,true,133824
anthropic:claude-opus-4-5-20251101,pytest-dev__pytest-7490,pytest-dev/pytest,true,23514
anthropic:claude-opus-4-5-20251101,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,false,89784
anthropic:claude-sonnet-4-5-20250929,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,true,89625
google:models/gemini-3-pro-preview,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,true,50204
anthropic:claude-opus-4-5-20251101,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,35999
anthropic:claude-sonnet-4-5-20250929,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,37298
anthropic:claude-sonnet-4-5-20250929,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,false,9046
anthropic:claude-opus-4-5-20251101,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,false,10125
anthropic:claude-sonnet-4-5-20250929,sphinx-doc__sphinx-8721,sphinx-doc/sphinx,true,9468
anthropic:claude-opus-4-5-20251101,sympy__sympy-12419,sympy/sympy,true,16733
anthropic:claude-opus-4-5-20251101,sympy__sympy-12481,sympy/sympy,true,38384
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-13031,sympy/sympy,false,27534
openai:gpt-5.2-2025-12-11,sympy__sympy-13031,sympy/sympy,false,24394
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-13480,sympy/sympy,true,31529
anthropic:claude-opus-4-5-20251101,sympy__sympy-13647,sympy/sympy,true,45791
anthropic:claude-opus-4-5-20251101,sympy__sympy-17630,sympy/sympy,false,29421
openai:gpt-5.2-2025-12-11,sympy__sympy-17630,sympy/sympy,false,24449
anthropic:claude-opus-4-5-20251101,sympy__sympy-18199,sympy/sympy,false,63080
openai:gpt-5.2-2025-12-11,sympy__sympy-18199,sympy/sympy,false,53827
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-18698,sympy/sympy,true,128832
anthropic:claude-opus-4-5-20251101,sympy__sympy-21379,sympy/sympy,true,46453
google:models/gemini-3-pro-preview,sympy__sympy-21612,sympy/sympy,true,36738
anthropic:claude-opus-4-5-20251101,astropy__astropy-12907,astropy/astropy,true,15080
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,17957
anthropic:claude-sonnet-4-5-20250929,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,18230
google:models/gemini-3-pro-preview,pytest-dev__pytest-7432,pytest-dev/pytest,false,12272
anthropic:claude-sonnet-4-5-20250929,pytest-dev__pytest-7432,pytest-dev/pytest,true,12458
google:models/gemini-3-pro-preview,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,true,16280
anthropic:claude-sonnet-4-5-20250929,scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,false,15609
anthropic:claude-opus-4-5-20251101,scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,false,15699
anthropic:claude-opus-4-5-20251101,sympy__sympy-15345,sympy/sympy,false,8437
anthropic:claude-sonnet-4-5-20250929,sympy__sympy-15345,sympy/sympy,false,8676
anthropic:claude-opus-4-5-20251101,django__django-12308,django/django,true,9976
google:models/gemini-3-pro-preview,django__django-11999,django/django,false,31200
anthropic:claude-sonnet-4-5-20250929,django__django-11999,django/django,false,31340
google:models/gemini-3-pro-preview,django__django-12125,django/django,false,15897
anthropic:claude-sonnet-4-5-20250929,django__django-12125,django/django,false,16552
anthropic:claude-sonnet-4-5-20250929,django__django-12708,django/django,false,65333
openai:gpt-5.2-2025-12-11,django__django-12708,django/django,false,49648
anthropic:claude-opus-4-5-20251101,django__django-11964,django/django,true,7831
anthropic:claude-sonnet-4-5-20250929,matplotlib__matplotlib-24970,matplotlib/matplotlib,false,159867
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24970,matplotlib/matplotlib,true,141972
anthropic:claude-opus-4-5-20251101,pylint-dev__pylint-7080,pylint-dev/pylint,false,31269
anthropic:claude-sonnet-4-5-20250929,pylint-dev__pylint-7080,pylint-dev/pylint,true,31761
anthropic:claude-opus-4-5-20251101,sympy__sympy-16792,sympy/sympy,true,49163
